alpha3code,image_timestamp,avg_ssm_mm,avg_susm_mm,month,year,platform,country,country_clean,alpha2code,numeric,continet_code,area_km2
PER,2017-09-18 12:00:00+00:00,8.06305980682373,59.41886520385742,9,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-09-21 12:00:00+00:00,8.746384620666504,57.471317291259766,9,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-09-24 12:00:00+00:00,9.747507095336914,61.8021354675293,9,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-09-27 12:00:00+00:00,9.867438316345215,62.81174087524414,9,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-09-30 12:00:00+00:00,9.551929473876953,64.85977935791016,9,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-10-03 12:00:00+00:00,10.187230110168457,65.68511962890625,10,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-10-06 12:00:00+00:00,10.003132820129395,67.49544525146484,10,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-10-09 12:00:00+00:00,9.350229263305664,67.25394439697266,10,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-10-12 12:00:00+00:00,10.020400047302246,67.0809326171875,10,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-10-15 12:00:00+00:00,10.96328353881836,69.8187484741211,10,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-10-18 12:00:00+00:00,9.723612785339355,68.32844543457031,10,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-10-21 12:00:00+00:00,11.981815338134766,69.88450622558594,10,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-10-24 12:00:00+00:00,10.639487266540527,71.955810546875,10,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-10-27 12:00:00+00:00,10.975689888000488,71.51472473144531,10,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-10-30 12:00:00+00:00,11.41944408416748,74.41731262207031,10,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-11-02 12:00:00+00:00,13.193290710449219,80.7228775024414,11,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-11-05 12:00:00+00:00,14.17681884765625,87.56179809570312,11,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-11-08 12:00:00+00:00,14.155540466308594,89.98763275146484,11,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-11-11 12:00:00+00:00,15.109800338745117,95.98898315429688,11,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-11-14 12:00:00+00:00,14.390050888061523,97.56068420410156,11,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-11-17 12:00:00+00:00,15.554669380187988,99.69657897949219,11,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-11-20 12:00:00+00:00,15.210372924804688,101.50192260742188,11,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-11-23 12:00:00+00:00,14.74449634552002,100.8171615600586,11,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-11-26 12:00:00+00:00,15.028421401977539,99.61529541015625,11,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-11-29 12:00:00+00:00,15.46340560913086,103.17399597167969,11,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-12-02 12:00:00+00:00,15.852794647216797,103.79216766357422,12,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-12-05 12:00:00+00:00,16.04481315612793,104.98876190185547,12,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-12-08 12:00:00+00:00,14.242552757263184,102.97754669189453,12,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-12-11 12:00:00+00:00,14.873876571655273,102.7082748413086,12,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-12-14 12:00:00+00:00,13.659771919250488,100.35136413574219,12,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-12-17 12:00:00+00:00,14.10165786743164,98.14427185058594,12,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-12-20 12:00:00+00:00,14.432624816894531,97.41111755371094,12,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-12-23 12:00:00+00:00,13.750030517578125,95.02227783203125,12,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-12-26 12:00:00+00:00,14.345306396484375,94.33448028564453,12,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2017-12-29 12:00:00+00:00,15.450613975524902,96.44361114501953,12,2017,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-01-01 12:00:00+00:00,15.600674629211426,100.82646942138672,1,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-01-04 12:00:00+00:00,15.468135833740234,100.86101531982422,1,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-01-07 12:00:00+00:00,16.221364974975586,103.00225067138672,1,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-01-10 12:00:00+00:00,16.293371200561523,104.82302856445312,1,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-01-13 12:00:00+00:00,15.904626846313477,104.88276672363281,1,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-01-16 12:00:00+00:00,16.324193954467773,105.40066528320312,1,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-01-19 12:00:00+00:00,15.97227954864502,104.56026458740234,1,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-01-22 12:00:00+00:00,15.703989028930664,103.77564239501953,1,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-01-25 12:00:00+00:00,14.508667945861816,101.1436538696289,1,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-01-28 12:00:00+00:00,13.174400329589844,96.20864868164062,1,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-01-31 12:00:00+00:00,13.176071166992188,91.26275634765625,1,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-02-03 12:00:00+00:00,13.836522102355957,90.71202850341797,2,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-02-06 12:00:00+00:00,13.980170249938965,92.40013122558594,2,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-02-09 12:00:00+00:00,13.374676704406738,91.59642028808594,2,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-02-12 12:00:00+00:00,13.466395378112793,89.19937133789062,2,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-02-15 12:00:00+00:00,14.310428619384766,89.55939483642578,2,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-02-18 12:00:00+00:00,14.485564231872559,90.54283905029297,2,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-02-21 12:00:00+00:00,13.718901634216309,91.54034423828125,2,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-02-24 12:00:00+00:00,14.416500091552734,91.30521392822266,2,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-02-27 12:00:00+00:00,14.421634674072266,93.44339752197266,2,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-03-02 12:00:00+00:00,16.195236206054688,98.56391906738281,3,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-03-05 12:00:00+00:00,16.858888626098633,103.0183334350586,3,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-03-08 12:00:00+00:00,16.431873321533203,108.03959655761719,3,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-03-11 12:00:00+00:00,16.181446075439453,106.4587631225586,3,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-03-14 12:00:00+00:00,16.54719352722168,106.75543212890625,3,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-03-17 12:00:00+00:00,16.433786392211914,107.50984954833984,3,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-03-20 12:00:00+00:00,16.7552433013916,107.65019226074219,3,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-03-23 12:00:00+00:00,16.470823287963867,107.8900146484375,3,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-03-26 12:00:00+00:00,17.151363372802734,110.48165130615234,3,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-03-29 12:00:00+00:00,16.003713607788086,108.51639556884766,3,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-04-01 12:00:00+00:00,16.686359405517578,108.20880126953125,4,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-04-04 12:00:00+00:00,16.644763946533203,109.88806915283203,4,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-04-07 12:00:00+00:00,17.075639724731445,109.51712799072266,4,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-04-10 12:00:00+00:00,15.720341682434082,108.4166030883789,4,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-04-13 12:00:00+00:00,17.408023834228516,110.76343536376953,4,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-04-16 12:00:00+00:00,15.719461441040039,109.34014129638672,4,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-04-19 12:00:00+00:00,15.542352676391602,105.90241241455078,4,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-04-22 12:00:00+00:00,15.26219654083252,103.43201446533203,4,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-04-25 12:00:00+00:00,15.303251266479492,102.28557586669922,4,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-04-28 12:00:00+00:00,15.378559112548828,101.81904602050781,4,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-05-01 12:00:00+00:00,14.982207298278809,101.14733123779297,5,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-05-04 12:00:00+00:00,15.17995548248291,100.3989028930664,5,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-05-07 12:00:00+00:00,15.242559432983398,100.99076843261719,5,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-05-10 12:00:00+00:00,14.643586158752441,99.49043273925781,5,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-05-13 12:00:00+00:00,14.863165855407715,99.66041564941406,5,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-05-16 12:00:00+00:00,14.7542142868042,98.70783996582031,5,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-05-19 12:00:00+00:00,14.936456680297852,98.14202117919922,5,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-05-22 12:00:00+00:00,13.552297592163086,96.35618591308594,5,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-05-25 12:00:00+00:00,12.778159141540527,92.30860137939453,5,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-05-28 12:00:00+00:00,12.554255485534668,88.75691223144531,5,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-05-31 12:00:00+00:00,12.302931785583496,85.79692840576172,5,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-06-03 12:00:00+00:00,14.313179969787598,87.91576385498047,6,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-06-06 12:00:00+00:00,11.867097854614258,86.78877258300781,6,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-06-09 12:00:00+00:00,11.5858154296875,82.49774169921875,6,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-06-12 12:00:00+00:00,11.522418022155762,80.34613037109375,6,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-06-15 12:00:00+00:00,10.986804962158203,77.87677764892578,6,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-06-18 12:00:00+00:00,9.97199535369873,74.0930404663086,6,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-06-21 12:00:00+00:00,9.280964851379395,69.606201171875,6,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-06-24 12:00:00+00:00,9.628460884094238,66.46907806396484,6,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-06-27 12:00:00+00:00,8.617383003234863,64.11485290527344,6,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-06-30 12:00:00+00:00,8.075654029846191,60.60319137573242,6,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-07-03 12:00:00+00:00,7.6508708000183105,56.698944091796875,7,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-07-06 12:00:00+00:00,7.218279838562012,53.652286529541016,7,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-07-09 12:00:00+00:00,8.345303535461426,52.37716293334961,7,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-07-12 12:00:00+00:00,6.855642318725586,51.41499710083008,7,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-07-15 12:00:00+00:00,6.404611110687256,48.05592727661133,7,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-07-18 12:00:00+00:00,6.536219120025635,45.70663833618164,7,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-07-21 12:00:00+00:00,8.518333435058594,46.504886627197266,7,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-07-24 12:00:00+00:00,6.226485729217529,46.080535888671875,7,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-07-27 12:00:00+00:00,5.9908366203308105,43.397769927978516,7,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-07-30 12:00:00+00:00,7.398194789886475,42.28522872924805,7,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-08-02 12:00:00+00:00,6.7950215339660645,44.465030670166016,8,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-08-05 12:00:00+00:00,7.511682510375977,44.63800048828125,8,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-08-08 12:00:00+00:00,7.140232086181641,45.26781463623047,8,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-08-11 12:00:00+00:00,6.4506001472473145,44.942230224609375,8,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-08-14 12:00:00+00:00,7.440488815307617,43.79149627685547,8,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-08-17 12:00:00+00:00,6.636927127838135,45.411155700683594,8,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-08-20 12:00:00+00:00,7.3124542236328125,44.66515350341797,8,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-08-23 12:00:00+00:00,5.779851913452148,43.72355651855469,8,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-08-26 12:00:00+00:00,6.375267505645752,42.02031326293945,8,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-08-29 12:00:00+00:00,5.478697299957275,40.05380630493164,8,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-09-01 12:00:00+00:00,6.526667594909668,38.86104202270508,9,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-09-04 12:00:00+00:00,7.33984899520874,44.316497802734375,9,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-09-07 12:00:00+00:00,5.3394551277160645,41.89175033569336,9,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-09-10 12:00:00+00:00,5.625151634216309,39.47331619262695,9,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-09-13 12:00:00+00:00,6.664311408996582,39.315921783447266,9,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-09-16 12:00:00+00:00,8.613771438598633,45.577518463134766,9,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-09-19 12:00:00+00:00,7.611124515533447,46.839229583740234,9,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-09-22 12:00:00+00:00,7.815131664276123,50.30381393432617,9,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-09-25 12:00:00+00:00,6.991585731506348,48.73526382446289,9,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-09-28 12:00:00+00:00,7.438858509063721,48.08032989501953,9,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-10-01 12:00:00+00:00,9.095458984375,51.92011642456055,10,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-10-04 12:00:00+00:00,10.454901695251465,57.75277328491211,10,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-10-07 12:00:00+00:00,9.327729225158691,60.719810485839844,10,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-10-10 12:00:00+00:00,12.008451461791992,64.80001831054688,10,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-10-13 12:00:00+00:00,12.066411018371582,72.61187744140625,10,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-10-16 12:00:00+00:00,10.691593170166016,73.15293884277344,10,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-10-19 12:00:00+00:00,12.915112495422363,76.330078125,10,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-10-22 12:00:00+00:00,13.24878215789795,84.35726165771484,10,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-10-25 12:00:00+00:00,15.270862579345703,90.33134460449219,10,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-10-28 12:00:00+00:00,13.005359649658203,91.66895294189453,10,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-10-31 12:00:00+00:00,14.136146545410156,92.46194458007812,10,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-11-03 12:00:00+00:00,12.178731918334961,89.72369384765625,11,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-11-06 12:00:00+00:00,15.045058250427246,92.23161315917969,11,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-11-09 12:00:00+00:00,13.70710563659668,93.96648406982422,11,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-11-12 12:00:00+00:00,14.643606185913086,94.42080688476562,11,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-11-15 12:00:00+00:00,14.698346138000488,96.2598648071289,11,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-11-18 12:00:00+00:00,15.269514083862305,97.92389678955078,11,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-11-21 12:00:00+00:00,14.707586288452148,100.0383529663086,11,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-11-24 12:00:00+00:00,15.31435489654541,100.94786834716797,11,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-11-27 12:00:00+00:00,15.689311027526855,103.57533264160156,11,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-11-30 12:00:00+00:00,14.879602432250977,102.80682373046875,11,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-12-03 12:00:00+00:00,13.841821670532227,100.23058319091797,12,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-12-06 12:00:00+00:00,14.587993621826172,98.02726745605469,12,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-12-09 12:00:00+00:00,13.858282089233398,98.26058197021484,12,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-12-12 12:00:00+00:00,14.184796333312988,96.85144805908203,12,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-12-15 12:00:00+00:00,13.857695579528809,95.99051666259766,12,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-12-18 12:00:00+00:00,13.792997360229492,94.17649841308594,12,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-12-21 12:00:00+00:00,13.597624778747559,93.17234802246094,12,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-12-24 12:00:00+00:00,12.718578338623047,90.09007263183594,12,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-12-27 12:00:00+00:00,12.209944725036621,86.922607421875,12,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2018-12-30 12:00:00+00:00,11.662253379821777,84.00775146484375,12,2018,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-01-02 12:00:00+00:00,11.420392990112305,79.9322280883789,1,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-01-05 12:00:00+00:00,11.439286231994629,78.03160095214844,1,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-01-08 12:00:00+00:00,14.149140357971191,81.35205841064453,1,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-01-11 12:00:00+00:00,14.775517463684082,88.91557312011719,1,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-01-14 12:00:00+00:00,14.06483268737793,91.19699096679688,1,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-01-17 12:00:00+00:00,14.68599796295166,93.46251678466797,1,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-01-20 12:00:00+00:00,14.593364715576172,94.56941223144531,1,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-01-23 12:00:00+00:00,15.161046981811523,96.228515625,1,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-01-26 12:00:00+00:00,13.871246337890625,95.30457305908203,1,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-01-29 12:00:00+00:00,16.346237182617188,99.04779815673828,1,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-02-01 12:00:00+00:00,16.522777557373047,103.47979736328125,2,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-02-04 12:00:00+00:00,16.447664260864258,106.0072250366211,2,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-02-07 12:00:00+00:00,16.261899948120117,105.3335189819336,2,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-02-10 12:00:00+00:00,16.11751365661621,105.51446533203125,2,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-02-13 12:00:00+00:00,16.05960464477539,105.46824645996094,2,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-02-16 12:00:00+00:00,16.178335189819336,106.45799255371094,2,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-02-19 12:00:00+00:00,16.96523094177246,106.68951416015625,2,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-02-22 12:00:00+00:00,16.2735538482666,108.31172943115234,2,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-02-25 12:00:00+00:00,16.86638832092285,108.05764770507812,2,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-02-28 12:00:00+00:00,16.428163528442383,107.88585662841797,2,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-03-03 12:00:00+00:00,15.593782424926758,106.57244110107422,3,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-03-06 12:00:00+00:00,17.843698501586914,110.41204071044922,3,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-03-09 12:00:00+00:00,17.310707092285156,111.5952377319336,3,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-03-12 12:00:00+00:00,17.340967178344727,110.71416473388672,3,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-03-15 12:00:00+00:00,17.076004028320312,112.00904083251953,3,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-03-18 12:00:00+00:00,17.03313636779785,110.44511413574219,3,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-03-21 12:00:00+00:00,16.997098922729492,110.73075866699219,3,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-03-24 12:00:00+00:00,16.231403350830078,109.57958221435547,3,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-03-27 12:00:00+00:00,17.288986206054688,110.67437744140625,3,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-03-30 12:00:00+00:00,15.691193580627441,109.04058837890625,3,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-04-02 12:00:00+00:00,17.17756462097168,108.8032455444336,4,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-04-05 12:00:00+00:00,15.809622764587402,108.5302734375,4,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-04-08 12:00:00+00:00,14.864959716796875,107.5060043334961,4,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-04-11 12:00:00+00:00,14.196993827819824,102.35193634033203,4,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-04-14 12:00:00+00:00,14.289263725280762,99.62244415283203,4,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-04-17 12:00:00+00:00,14.696757316589355,98.54216003417969,4,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-04-20 12:00:00+00:00,14.362862586975098,97.94288635253906,4,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-04-23 12:00:00+00:00,15.393948554992676,98.311279296875,4,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-04-26 12:00:00+00:00,14.733349800109863,100.08248901367188,4,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-04-29 12:00:00+00:00,14.37214469909668,98.90867614746094,4,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-05-02 12:00:00+00:00,13.624041557312012,96.44802856445312,5,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-05-05 12:00:00+00:00,13.206809043884277,93.58889770507812,5,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-05-08 12:00:00+00:00,12.544103622436523,90.12617492675781,5,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-05-11 12:00:00+00:00,12.822555541992188,87.56420135498047,5,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
PER,2019-05-14 12:00:00+00:00,13.719033241271973,92.1019058227539,5,2019,initative20x20,Peru,Peru,PE,604,SA,1285216.0
