alpha3code,image_timestamp,avg_ssm_mm,avg_susm_mm,month,year,platform,country,country_clean,alpha2code,numeric,continet_code,area_km2
GIN,2017-03-04 12:00:00+00:00,4.102768898010254,24.113595962524414,3,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-03-07 12:00:00+00:00,4.409468650817871,23.495563507080078,3,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-03-10 12:00:00+00:00,4.045688629150391,22.10799217224121,3,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-03-13 12:00:00+00:00,6.148950099945068,24.429201126098633,3,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-03-16 12:00:00+00:00,5.990419387817383,30.615455627441406,3,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-03-19 12:00:00+00:00,6.089341640472412,31.75665855407715,3,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-03-22 12:00:00+00:00,5.506260871887207,30.73044204711914,3,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-03-25 12:00:00+00:00,8.005561828613281,36.05109405517578,3,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-03-28 12:00:00+00:00,8.186400413513184,38.379615783691406,3,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-03-31 12:00:00+00:00,7.160227298736572,40.973148345947266,3,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-04-03 12:00:00+00:00,6.396403789520264,39.605125427246094,4,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-04-06 12:00:00+00:00,6.779576301574707,39.19911193847656,4,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-04-09 12:00:00+00:00,8.647397994995117,39.97402572631836,4,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-04-12 12:00:00+00:00,7.109554290771484,44.12906265258789,4,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-04-15 12:00:00+00:00,5.616726398468018,39.601524353027344,4,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-04-18 12:00:00+00:00,7.4649577140808105,38.711090087890625,4,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-04-21 12:00:00+00:00,7.072996616363525,40.717323303222656,4,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-04-24 12:00:00+00:00,7.49396276473999,41.23958206176758,4,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-04-27 12:00:00+00:00,8.816234588623047,43.190330505371094,4,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-04-30 12:00:00+00:00,9.363910675048828,50.73016357421875,4,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-05-03 12:00:00+00:00,13.199986457824707,62.27415466308594,5,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-05-06 12:00:00+00:00,13.94786262512207,71.2718734741211,5,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-05-09 12:00:00+00:00,14.999547004699707,82.35600280761719,5,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
GIN,2017-05-12 12:00:00+00:00,18.386756896972656,88.95658111572266,5,2017,afr100,Guinea,Guinea,GN,324,AF,245857.0
